TMC_Crossing,Location,Type,Start_Time,End_Time,dur_mins,In_Out,Latitude,Longitude
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,9/16/2014 8:16,9/16/2014 10:06,110,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,9/8/2014 17:59,9/8/2014 18:41,42,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/18/2014 18:44,7/18/2014 19:42,58,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/11/2014 7:33,9/11/2014 12:13,280,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/6/2014 14:45,9/6/2014 15:30,45,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/16/2014 17:37,7/16/2014 18:41,64,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/22/2014 7:41,7/22/2014 10:12,151,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/17/2014 6:48,9/17/2014 10:29,221,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/22/2014 17:21,7/22/2014 19:43,142,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/12/2014 8:39,9/12/2014 9:34,55,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/4/2014 7:30,9/4/2014 9:26,116,IN,38.873123,-77.043175
14th_Main,I-395 south,Traffic Congestion,7/16/2014 16:27,7/16/2014 16:57,30,OUT,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/16/2014 7:38,7/16/2014 9:46,128,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/23/2014 8:21,7/23/2014 10:21,120,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/17/2014 16:30,9/17/2014 18:26,116,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/3/2014 6:54,9/3/2014 9:55,181,IN,38.873123,-77.043175
14th_Main,I-395 south,Traffic Congestion,7/11/2014 17:37,7/11/2014 18:12,35,OUT,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/18/2014 7:42,9/18/2014 10:15,153,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/19/2014 14:25,7/19/2014 16:17,112,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/11/2014 15:15,7/11/2014 16:15,60,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/8/2014 7:07,9/8/2014 9:22,135,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/2/2014 8:40,9/2/2014 9:53,73,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/18/2014 16:59,9/18/2014 21:08,249,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/29/2014 17:59,8/29/2014 18:20,21,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/29/2014 14:51,8/29/2014 16:19,88,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/10/2014 17:09,7/10/2014 18:59,110,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/25/2014 15:08,7/25/2014 19:53,285,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/21/2014 18:01,7/21/2014 18:48,47,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/28/2014 16:42,8/28/2014 18:42,120,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/28/2014 15:59,8/28/2014 16:19,20,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,7/10/2014 8:10,7/10/2014 9:30,80,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,9/5/2014 6:49,9/5/2014 8:59,130,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/4/2014 17:42,9/4/2014 19:03,81,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/22/2014 6:49,9/22/2014 7:38,49,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/22/2014 7:27,9/22/2014 9:55,148,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/27/2014 5:58,8/27/2014 8:41,163,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/9/2014 7:59,7/9/2014 9:38,99,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/23/2014 6:47,9/23/2014 10:15,208,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/26/2014 7:30,8/26/2014 9:19,109,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,8/26/2014 7:29,8/26/2014 9:38,129,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,7/29/2014 8:52,7/29/2014 9:55,63,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/23/2014 16:35,9/23/2014 19:14,159,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/24/2014 6:39,9/24/2014 9:46,187,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/8/2014 8:49,7/8/2014 10:40,111,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/30/2014 7:06,7/30/2014 10:23,197,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/24/2014 13:04,8/24/2014 14:14,70,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/23/2014 16:03,8/23/2014 19:19,196,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/31/2014 8:20,7/31/2014 9:40,80,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/24/2014 18:22,9/24/2014 19:53,91,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/24/2014 8:33,7/24/2014 10:09,96,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/25/2014 7:05,9/25/2014 10:29,204,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/22/2014 11:59,8/22/2014 19:18,439,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/31/2014 15:40,7/31/2014 20:03,263,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/21/2014 17:06,8/21/2014 18:17,71,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/25/2014 15:02,9/25/2014 15:37,35,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/1/2014 7:28,8/1/2014 9:11,103,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/21/2014 14:20,8/21/2014 16:43,143,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/21/2014 7:18,8/21/2014 9:07,109,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/20/2014 18:00,8/20/2014 19:06,66,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/25/2014 15:47,9/25/2014 16:28,41,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/1/2014 18:29,8/1/2014 19:14,45,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/25/2014 17:30,9/25/2014 19:14,104,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/20/2014 6:46,8/20/2014 9:10,144,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/2/2014 12:28,8/2/2014 12:57,29,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/19/2014 7:36,9/19/2014 9:40,124,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/19/2014 17:57,8/19/2014 18:58,61,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/3/2014 12:28,8/3/2014 13:45,77,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/19/2014 7:31,8/19/2014 9:11,100,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/5/2014 14:44,7/5/2014 17:27,163,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/4/2014 8:37,8/4/2014 8:49,12,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/18/2014 17:28,8/18/2014 18:44,76,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/18/2014 7:41,8/18/2014 9:15,94,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/26/2014 15:16,9/26/2014 19:34,258,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/5/2014 6:53,8/5/2014 10:16,203,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/4/2014 19:57,7/4/2014 23:05,188,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/5/2014 15:44,8/5/2014 19:31,227,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/4/2014 14:43,7/4/2014 17:10,147,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/4/2014 11:45,7/4/2014 14:08,143,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/6/2014 6:18,8/6/2014 9:20,182,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/15/2014 19:57,8/15/2014 20:49,52,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/15/2014 16:34,8/15/2014 19:56,202,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/6/2014 15:54,8/6/2014 17:43,109,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/7/2014 6:46,8/7/2014 9:09,143,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/7/2014 11:31,8/7/2014 13:55,144,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/3/2014 14:49,7/3/2014 16:38,109,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/27/2014 13:46,9/27/2014 16:30,164,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/28/2014 6:44,8/28/2014 9:01,137,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/14/2014 7:13,,0,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/7/2014 16:15,8/7/2014 19:23,188,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/28/2014 12:43,9/28/2014 14:26,103,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/13/2014 7:32,8/13/2014 9:31,119,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/2/2014 17:34,7/2/2014 19:04,90,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/8/2014 15:19,8/8/2014 16:03,44,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/9/2014 16:00,7/9/2014 17:55,115,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/29/2014 7:25,9/29/2014 9:26,121,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/28/2014 6:53,7/28/2014 9:28,155,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/2/2014 8:36,7/2/2014 9:04,28,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/12/2014 6:37,8/12/2014 9:27,170,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/11/2014 16:45,8/11/2014 19:22,157,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,8/11/2014 6:15,8/11/2014 9:18,183,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,7/1/2014 7:19,7/1/2014 10:36,197,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,9/30/2014 6:56,9/30/2014 10:08,192,IN,38.873123,-77.043175
Chain,Canal Rd,Traffic Signal Not Working,8/6/2014 6:14,8/6/2014 6:23,9,,38.930977,-77.116684
Chain,Military Road,Collision,3/3/2014 8:00,3/3/2014 8:32,32,,38.929134,-77.11767
Key,Canal Road,Incident,2/12/2014 0:00,2/12/2014 15:08,908,,38.904449,-77.07177
Key,foxhall,Incident,7/2/2014 20:47,7/2/2014 20:48,1,,38.905022,-77.070435
Key,US-29P south @ MM 0.900,Incident,12/6/2013 6:30,12/6/2013 8:46,136,OUT,38.90147,-77.0703
Key,VA-90005S south @ MM 16.900,Disabled Vehicle,4/27/2014 15:56,4/27/2014 16:17,21,OUT,38.90074,-77.07118
Memorial,memorial bridge north,Incident,10/16/2013 10:27,10/16/2013 10:30,3,IN,38.889053,-77.052711
Memorial,T. R Bridge west,Incident,10/4/2013 19:11,10/4/2013 19:12,1,OUT,38.889374,-77.054756
Memorial,Memorial Br,Special Event,5/23/2014 0:00,5/23/2014 20:50,1250,,38.888008,-77.053848
Memorial,295 north,Collision,7/9/2014 15:24,7/9/2014 15:25,1,IN,38.891266,-77.053314
Roosevelt,T R Bridge,Incident,10/28/2013 16:23,10/28/2013 16:23,0,,38.895145,-77.053902
Roosevelt,T. R Bridge west,Incident,10/4/2013 19:11,10/4/2013 19:12,1,OUT,38.889374,-77.054756
Roosevelt,295 north,Collision,7/9/2014 15:24,7/9/2014 15:25,1,IN,38.891266,-77.053314
Roosevelt,295 north,Disabled Vehicle,7/30/2014 16:10,7/30/2014 16:19,9,IN,38.892952,-77.054855
Roosevelt,E street xpressway east,Disabled Vehicle,7/25/2014 17:20,7/25/2014 17:21,1,IN,38.89431,-77.053413
Roosevelt,SW Freeway,Incident,8/3/2014 14:34,8/3/2014 14:45,11,,38.896473,-77.058556
Roosevelt,I-66E east @ MM 74.700,Collision,11/1/2013 15:12,11/1/2013 16:35,83,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,12/3/2013 8:46,12/3/2013 9:19,33,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,10/17/2013 8:55,10/17/2013 9:15,20,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,11/9/2013 9:18,11/9/2013 9:32,14,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,12/29/2013 18:21,12/29/2013 18:43,22,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,10/23/2013 7:53,10/23/2013 10:19,146,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,11/12/2013 8:17,11/12/2013 9:51,94,IN,38.89166,-77.06434
Roosevelt,I-66W west @ MM 75.100,Disabled Vehicle,3/20/2014 23:20,3/20/2014 23:23,3,OUT,38.89198,-77.065216
Roosevelt,I-66E east @ MM 74.700,Collision,3/20/2014 19:06,3/20/2014 19:50,44,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,3/17/2014 11:31,3/17/2014 12:31,60,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,3/11/2014 16:37,3/11/2014 16:56,19,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.600,Collision,3/6/2014 6:50,3/6/2014 7:25,35,IN,38.89196,-77.065575
Roosevelt,I-66E east @ MM 74.700,Collision,3/5/2014 15:15,3/5/2014 16:13,58,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,2/19/2014 8:24,2/19/2014 10:34,130,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,2/14/2014 1:55,2/14/2014 3:06,71,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,2/12/2014 8:32,2/12/2014 10:23,111,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,1/22/2014 15:28,1/22/2014 15:52,24,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,1/19/2014 19:23,1/19/2014 19:32,9,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,1/7/2014 13:25,1/7/2014 14:25,60,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,1/6/2014 10:53,1/6/2014 11:50,57,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,5/12/2014 8:35,5/12/2014 9:05,30,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.600,Collision,5/7/2014 9:13,5/7/2014 9:39,26,IN,38.89196,-77.065575
Roosevelt,I-66E east @ MM 74.700,Collision,5/16/2014 14:49,5/16/2014 15:44,55,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,6/4/2014 17:32,6/4/2014 17:40,8,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.600,Disabled Vehicle,5/28/2014 9:05,5/28/2014 9:12,7,IN,38.89196,-77.065575
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,5/8/2014 15:22,5/8/2014 15:29,7,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,5/2/2014 18:08,5/2/2014 18:12,4,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,4/30/2014 19:30,4/30/2014 20:49,79,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,4/30/2014 17:26,4/30/2014 18:44,78,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,4/21/2014 10:46,4/21/2014 11:14,28,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Incident,5/21/2014 10:35,5/21/2014 10:38,3,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,6/5/2014 8:21,6/5/2014 10:07,106,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Traffic Congestion,5/19/2014 7:58,5/19/2014 9:42,104,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,7/2/2014 12:31,7/2/2014 13:29,58,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,7/4/2014 21:37,7/4/2014 21:50,13,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,7/29/2014 16:24,7/29/2014 17:14,50,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,8/28/2014 14:10,8/28/2014 15:01,51,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Collision,9/4/2014 17:34,9/4/2014 17:51,17,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.600,Collision,7/17/2014 9:23,7/17/2014 10:22,59,IN,38.89196,-77.065575
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,9/7/2014 20:44,9/7/2014 22:00,76,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,8/27/2014 20:50,8/27/2014 22:01,71,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,8/6/2014 16:20,8/6/2014 18:15,115,IN,38.89166,-77.06434
Roosevelt,I-66E east @ MM 74.700,Disabled Vehicle,8/4/2014 0:31,8/4/2014 0:50,19,IN,38.89166,-77.06434
Roosevelt,I-66W west @ MM 74.5,Collision,12/18/2013 11:38,12/18/2013 12:12,34,OUT,38.898777,-77.07249
Roosevelt,I-66W west @ MM 74.5,Collision,11/24/2013 15:29,11/24/2013 16:06,37,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,11/15/2013 8:02,11/15/2013 8:07,5,IN,38.89295,-77.06708
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,11/7/2013 5:05,11/7/2013 5:44,39,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.5,Disabled Vehicle,10/12/2013 23:51,10/13/2013 0:33,42,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,10/27/2013 11:56,10/27/2013 13:25,89,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.5,Disabled Vehicle,2/13/2014 2:11,2/13/2014 2:20,9,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Collision,5/1/2014 17:16,5/1/2014 18:02,46,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.5,Disabled Vehicle,6/7/2014 15:27,6/7/2014 16:02,35,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,5/28/2014 13:51,5/28/2014 14:12,21,IN,38.89295,-77.06708
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,4/8/2014 15:15,4/8/2014 15:24,9,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.5,Disabled Vehicle,4/24/2014 22:02,4/24/2014 22:25,23,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,4/20/2014 3:23,4/20/2014 3:28,5,IN,38.89295,-77.06708
Roosevelt,I-66E east @ MM 74.5,Incident,4/7/2014 11:28,4/7/2014 11:59,31,IN,38.89295,-77.06708
Roosevelt,I-66E east @ MM 74.5,Collision,8/13/2014 0:55,8/13/2014 1:45,50,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.5,Disabled Vehicle,8/21/2014 14:47,8/21/2014 15:43,56,OUT,38.898777,-77.07249
Roosevelt,I-66E east @ MM 74.5,Disabled Vehicle,7/14/2014 19:09,7/14/2014 19:32,23,IN,38.89295,-77.06708
Roosevelt,I-66W west @ MM 74.6,Disabled Vehicle,12/13/2013 0:37,12/13/2013 0:52,15,OUT,38.898647,-77.07074
Roosevelt,I-66W west @ MM 74.6,Incident,12/23/2013 22:20,12/23/2013 23:16,56,OUT,38.898647,-77.07074
Roosevelt,I-66W west @ MM 74.6,Disabled Vehicle,1/7/2014 12:13,1/7/2014 12:59,46,OUT,38.898647,-77.07074
Roosevelt,I-66W west @ MM 74.6,Disabled Vehicle,6/2/2014 20:18,6/2/2014 20:23,5,OUT,38.898647,-77.07074
Roosevelt,I-66W west @ MM 74.6,Disabled Vehicle,4/19/2014 0:05,4/19/2014 1:11,66,OUT,38.898647,-77.07074
Roosevelt,I-66W west @ MM 74.7,Disabled Vehicle,10/13/2013 17:10,10/13/2013 18:27,77,OUT,38.898014,-77.06912
Roosevelt,I-66W west @ MM 74.7,Disabled Vehicle,1/18/2014 3:47,1/18/2014 3:53,6,OUT,38.898014,-77.06912
Roosevelt,I-66W west @ MM 74.7,Disabled Vehicle,4/6/2014 18:54,4/6/2014 19:06,12,OUT,38.898014,-77.06912
Roosevelt,I-66W west @ MM 74.7,Collision,9/4/2014 17:24,9/4/2014 17:34,10,OUT,38.898014,-77.06912
